UserId,ProductId,Rating,time,price,ProductName,Calories,Fat,Carb,Fiber,Protein,Sodium
2496,4,2,2/24/2024 10:45,20,Nescafee,100,3,12,1,5,120
4224,1,1,2/25/2024 10:45,10,Tea,2,0,0,0,0,0
3562,2,4,evening,15,Tea_Milk,50,2,8,0,3,25
1941,6,4,2/25/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
2568,1,5,2/25/2024 10:45,10,Tea,2,0,0,0,0,0
1191,2,5,2/25/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
2384,6,3,2/25/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
2416,2,5,2/25/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
4226,5,1,2/25/2024 10:45,15,Cacao,150,8,15,5,4,50
1955,4,5,2/25/2024 10:45,20,Nescafee,100,3,12,1,5,120
974,3,2,evening,15,Nescaffee black,80,3,10,0,1,100
3763,2,3,2/25/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
4156,2,5,2/25/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
4835,5,1,2/25/2024 10:45,15,Cacao,150,8,15,5,4,50
3039,4,5,2/25/2024 10:45,20,Nescafee,100,3,12,1,5,120
2822,2,2,2/25/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
4999,3,5,evening,15,Nescaffee black,80,3,10,0,1,100
3070,3,3,2/26/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
4615,1,4,morning,10,Tea,2,0,0,0,0,0
3759,1,5,2/26/2024 10:45,10,Tea,2,0,0,0,0,0
4834,5,1,2/26/2024 10:45,15,Cacao,150,8,15,5,4,50
4597,4,2,2/26/2024 10:45,20,Nescafee,100,3,12,1,5,120
1779,5,2,afternoon,15,Cacao,150,8,15,5,4,50
328,2,3,2/26/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
2228,2,2,afternoon,15,Tea_Milk,50,2,8,0,3,25
4308,5,2,2/26/2024 10:45,15,Cacao,150,8,15,5,4,50
3483,4,5,2/26/2024 10:45,20,Nescafee,100,3,12,1,5,120
3816,2,3,2/26/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
1930,3,3,evening,15,Nescaffee black,80,3,10,0,1,100
3672,6,2,2/26/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
3773,1,2,2/26/2024 10:45,10,Tea,2,0,0,0,0,0
4409,2,2,2/26/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
4223,2,5,2/26/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
3923,3,5,2/27/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
1541,6,5,2/27/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
59,3,1,2/27/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
441,6,3,2/27/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
4896,4,3,2/27/2024 10:45,20,Nescafee,100,3,12,1,5,120
430,2,2,2/27/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
3678,3,4,2/27/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
2671,4,4,2/27/2024 10:45,20,Nescafee,100,3,12,1,5,120
3631,4,4,2/27/2024 10:45,20,Nescafee,100,3,12,1,5,120
3648,5,3,2/27/2024 10:45,15,Cacao,150,8,15,5,4,50
4533,6,4,2/27/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
240,2,5,2/27/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
2757,3,5,2/27/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
3182,5,3,2/27/2024 10:45,15,Cacao,150,8,15,5,4,50
484,6,2,evening,20,Cacao_Milk,200,10,20,5,6,100
126,3,3,2/27/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
4280,2,3,2/28/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
4964,6,4,2/28/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
3916,5,4,2/28/2024 10:45,15,Cacao,150,8,15,5,4,50
3518,2,1,2/28/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
2433,3,3,2/28/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
1982,1,2,2/28/2024 10:45,10,Tea,2,0,0,0,0,0
2045,1,5,2/28/2024 10:45,10,Tea,2,0,0,0,0,0
133,6,3,afternoon,20,Cacao_Milk,200,10,20,5,6,100
2821,1,2,2/28/2024 10:45,10,Tea,2,0,0,0,0,0
3334,3,2,2/28/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
3624,5,3,2/28/2024 10:45,15,Cacao,150,8,15,5,4,50
1457,1,3,2/28/2024 10:45,10,Tea,2,0,0,0,0,0
89,3,5,2/28/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
1643,1,3,afternoon,10,Tea,2,0,0,0,0,0
310,1,2,2/28/2024 10:45,10,Tea,2,0,0,0,0,0
3098,4,4,2/28/2024 10:45,20,Nescafee,100,3,12,1,5,120
3479,5,1,2/29/2024 10:45,15,Cacao,150,8,15,5,4,50
2674,4,2,morning,20,Nescafee,100,3,12,1,5,120
4534,1,3,2/29/2024 10:45,10,Tea,2,0,0,0,0,0
2082,4,3,2/29/2024 10:45,20,Nescafee,100,3,12,1,5,120
4223,2,4,morning,15,Tea_Milk,50,2,8,0,3,25
4652,4,3,morning,20,Nescafee,100,3,12,1,5,120
804,2,4,afternoon,15,Tea_Milk,50,2,8,0,3,25
4619,5,2,morning,15,Cacao,150,8,15,5,4,50
1973,3,4,2/29/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
3742,2,5,evening,15,Tea_Milk,50,2,8,0,3,25
4528,2,2,2/29/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
457,4,4,2/29/2024 10:45,20,Nescafee,100,3,12,1,5,120
1843,1,1,evening,10,Tea,2,0,0,0,0,0
2496,6,2,evening,20,Cacao_Milk,200,10,20,5,6,100
2702,4,1,evening,20,Nescafee,100,3,12,1,5,120
856,5,5,evening,15,Cacao,150,8,15,5,4,50
1448,5,2,3/1/2024 10:45,15,Cacao,150,8,15,5,4,50
4284,5,5,3/1/2024 10:45,15,Cacao,150,8,15,5,4,50
1555,5,3,3/1/2024 10:45,15,Cacao,150,8,15,5,4,50
3665,1,3,3/1/2024 10:45,10,Tea,2,0,0,0,0,0
261,5,2,3/1/2024 10:45,15,Cacao,150,8,15,5,4,50
1809,6,4,afternoon,20,Cacao_Milk,200,10,20,5,6,100
1238,3,1,3/1/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
2828,6,5,3/1/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
3103,1,5,3/1/2024 10:45,10,Tea,2,0,0,0,0,0
2671,4,4,3/1/2024 10:45,20,Nescafee,100,3,12,1,5,120
3855,4,5,3/1/2024 10:45,20,Nescafee,100,3,12,1,5,120
3008,2,2,3/1/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
2133,1,1,3/1/2024 10:45,10,Tea,2,0,0,0,0,0
3264,6,4,3/1/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
4606,5,5,evening,15,Cacao,150,8,15,5,4,50
1393,2,5,3/1/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
518,6,3,3/2/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
4106,1,5,3/2/2024 10:45,10,Tea,2,0,0,0,0,0
1378,5,2,3/2/2024 10:45,15,Cacao,150,8,15,5,4,50
2586,5,3,morning,15,Cacao,150,8,15,5,4,50
2486,6,1,3/2/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
2260,1,1,3/2/2024 10:45,10,Tea,2,0,0,0,0,0
3337,2,2,afternoon,15,Tea_Milk,50,2,8,0,3,25
4924,5,1,3/2/2024 10:45,15,Cacao,150,8,15,5,4,50
3252,4,4,3/2/2024 10:45,20,Nescafee,100,3,12,1,5,120
3891,5,1,3/2/2024 10:45,15,Cacao,150,8,15,5,4,50
763,2,5,3/2/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
4206,5,4,evening,15,Cacao,150,8,15,5,4,50
2141,1,2,3/2/2024 10:45,10,Tea,2,0,0,0,0,0
4171,3,2,afternoon,15,Nescaffee black,80,3,10,0,1,100
1714,4,4,3/2/2024 10:45,20,Nescafee,100,3,12,1,5,120
2030,6,1,3/2/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
3036,3,1,3/3/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
3570,5,3,3/3/2024 10:45,15,Cacao,150,8,15,5,4,50
3570,3,2,3/3/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
12,3,5,3/3/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
2223,6,5,3/3/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
4590,2,2,3/3/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
4737,4,5,3/3/2024 10:45,20,Nescafee,100,3,12,1,5,120
1499,4,3,3/3/2024 10:45,20,Nescafee,100,3,12,1,5,120
3498,3,2,3/3/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
1538,1,5,3/3/2024 10:45,10,Tea,2,0,0,0,0,0
4370,3,5,morning,15,Nescaffee black,80,3,10,0,1,100
1807,3,5,afternoon,15,Nescaffee black,80,3,10,0,1,100
1929,5,5,3/3/2024 10:45,15,Cacao,150,8,15,5,4,50
3318,6,2,3/3/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
888,1,1,3/3/2024 10:45,10,Tea,2,0,0,0,0,0
1899,5,5,3/3/2024 10:45,15,Cacao,150,8,15,5,4,50
2650,6,4,3/4/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
3627,3,4,3/4/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
3544,3,5,3/4/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
172,2,2,3/4/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
4829,1,1,3/4/2024 10:45,10,Tea,2,0,0,0,0,0
3394,2,4,afternoon,15,Tea_Milk,50,2,8,0,3,25
126,2,3,3/4/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
2917,2,5,3/4/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
3724,4,4,3/4/2024 10:45,20,Nescafee,100,3,12,1,5,120
851,5,3,afternoon,15,Cacao,150,8,15,5,4,50
174,2,1,3/4/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
851,6,4,morning,20,Cacao_Milk,200,10,20,5,6,100
2332,5,2,3/4/2024 10:45,15,Cacao,150,8,15,5,4,50
1593,2,5,3/4/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
3100,3,3,3/4/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
4305,6,2,3/4/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
3622,6,4,3/5/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
3762,5,1,3/5/2024 10:45,15,Cacao,150,8,15,5,4,50
4609,6,5,3/5/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
1894,1,4,3/5/2024 10:45,10,Tea,2,0,0,0,0,0
357,2,5,3/5/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
1461,2,3,evening,15,Tea_Milk,50,2,8,0,3,25
3450,4,3,3/5/2024 10:45,20,Nescafee,100,3,12,1,5,120
826,2,5,3/5/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
4370,4,4,3/5/2024 10:45,20,Nescafee,100,3,12,1,5,120
3318,6,4,3/5/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
3376,2,2,3/5/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
4216,1,3,3/5/2024 10:45,10,Tea,2,0,0,0,0,0
2727,5,4,3/5/2024 10:45,15,Cacao,150,8,15,5,4,50
521,3,2,afternoon,15,Nescaffee black,80,3,10,0,1,100
1482,2,1,3/5/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
309,2,2,3/5/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
2547,5,4,3/6/2024 10:45,15,Cacao,150,8,15,5,4,50
648,1,4,3/6/2024 10:45,10,Tea,2,0,0,0,0,0
3596,4,3,3/6/2024 10:45,20,Nescafee,100,3,12,1,5,120
3240,5,1,morning,15,Cacao,150,8,15,5,4,50
2458,6,1,3/6/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
4342,3,4,3/6/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
134,5,4,3/6/2024 10:45,15,Cacao,150,8,15,5,4,50
2742,6,5,3/6/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
677,5,3,3/6/2024 10:45,15,Cacao,150,8,15,5,4,50
1430,1,1,3/6/2024 10:45,10,Tea,2,0,0,0,0,0
3770,5,2,evening,15,Cacao,150,8,15,5,4,50
3941,5,2,3/6/2024 10:45,15,Cacao,150,8,15,5,4,50
3443,5,5,3/6/2024 10:45,15,Cacao,150,8,15,5,4,50
3694,1,2,3/6/2024 10:45,10,Tea,2,0,0,0,0,0
3392,2,4,3/6/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
4169,3,4,3/6/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
431,2,4,3/7/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
2137,5,3,3/7/2024 10:45,15,Cacao,150,8,15,5,4,50
1288,5,5,evening,15,Cacao,150,8,15,5,4,50
4165,5,3,3/7/2024 10:45,15,Cacao,150,8,15,5,4,50
4580,6,3,3/7/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
442,3,3,3/7/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
1883,4,3,3/7/2024 10:45,20,Nescafee,100,3,12,1,5,120
4490,4,3,3/7/2024 10:45,20,Nescafee,100,3,12,1,5,120
1503,5,4,afternoon,15,Cacao,150,8,15,5,4,50
488,1,5,afternoon,10,Tea,2,0,0,0,0,0
3797,2,4,afternoon,15,Tea_Milk,50,2,8,0,3,25
2175,2,3,afternoon,15,Tea_Milk,50,2,8,0,3,25
407,6,5,3/7/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
2880,1,1,3/7/2024 10:45,10,Tea,2,0,0,0,0,0
3191,4,3,3/7/2024 10:45,20,Nescafee,100,3,12,1,5,120
3425,3,5,3/7/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
2482,2,5,3/8/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
3594,2,3,3/8/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
2994,5,2,3/8/2024 10:45,15,Cacao,150,8,15,5,4,50
2861,6,5,3/8/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
3094,2,3,afternoon,15,Tea_Milk,50,2,8,0,3,25
2937,4,4,evening,20,Nescafee,100,3,12,1,5,120
3883,5,1,afternoon,15,Cacao,150,8,15,5,4,50
4058,1,5,afternoon,10,Tea,2,0,0,0,0,0
1521,6,1,3/8/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
2419,3,2,3/8/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
3313,6,2,3/8/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
2194,6,2,3/8/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
3636,3,5,3/8/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
3716,6,3,3/8/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
1215,1,1,3/8/2024 10:45,10,Tea,2,0,0,0,0,0
1964,6,5,3/8/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
1374,5,1,3/9/2024 10:45,15,Cacao,150,8,15,5,4,50
21,1,5,3/9/2024 10:45,10,Tea,2,0,0,0,0,0
3348,3,4,morning,15,Nescaffee black,80,3,10,0,1,100
3893,4,2,evening,20,Nescafee,100,3,12,1,5,120
233,3,4,3/9/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
248,5,1,3/9/2024 10:45,15,Cacao,150,8,15,5,4,50
463,1,5,3/9/2024 10:45,10,Tea,2,0,0,0,0,0
256,4,1,3/9/2024 10:45,20,Nescafee,100,3,12,1,5,120
1669,5,2,evening,15,Cacao,150,8,15,5,4,50
275,1,5,evening,10,Tea,2,0,0,0,0,0
2971,1,2,evening,10,Tea,2,0,0,0,0,0
662,4,1,morning,20,Nescafee,100,3,12,1,5,120
2249,5,5,3/9/2024 10:45,15,Cacao,150,8,15,5,4,50
3683,5,4,3/9/2024 10:45,15,Cacao,150,8,15,5,4,50
1672,1,5,afternoon,10,Tea,2,0,0,0,0,0
1298,2,1,3/9/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
1563,2,2,3/10/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
3719,5,5,3/10/2024 10:45,15,Cacao,150,8,15,5,4,50
48,2,2,3/10/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
3156,4,1,morning,20,Nescafee,100,3,12,1,5,120
848,2,4,3/10/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
4264,3,1,3/10/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
59,1,2,evening,10,Tea,2,0,0,0,0,0
476,6,1,afternoon,20,Cacao_Milk,200,10,20,5,6,100
3908,1,3,3/10/2024 10:45,10,Tea,2,0,0,0,0,0
4702,5,1,3/10/2024 10:45,15,Cacao,150,8,15,5,4,50
3787,5,3,3/10/2024 10:45,15,Cacao,150,8,15,5,4,50
1890,4,4,3/10/2024 10:45,20,Nescafee,100,3,12,1,5,120
1479,6,2,3/10/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
3261,5,1,3/10/2024 10:45,15,Cacao,150,8,15,5,4,50
2464,5,5,3/10/2024 10:45,15,Cacao,150,8,15,5,4,50
3483,6,1,evening,20,Cacao_Milk,200,10,20,5,6,100
1839,2,1,3/11/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
4701,6,3,3/11/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
654,5,1,3/11/2024 10:45,15,Cacao,150,8,15,5,4,50
293,2,5,3/11/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
617,1,2,3/11/2024 10:45,10,Tea,2,0,0,0,0,0
1546,1,3,3/11/2024 10:45,10,Tea,2,0,0,0,0,0
1283,5,1,3/11/2024 10:45,15,Cacao,150,8,15,5,4,50
192,4,4,3/11/2024 10:45,20,Nescafee,100,3,12,1,5,120
3949,1,1,3/11/2024 10:45,10,Tea,2,0,0,0,0,0
4904,4,1,3/11/2024 10:45,20,Nescafee,100,3,12,1,5,120
1654,4,2,3/11/2024 10:45,20,Nescafee,100,3,12,1,5,120
1808,5,4,3/11/2024 10:45,15,Cacao,150,8,15,5,4,50
3321,3,3,evening,15,Nescaffee black,80,3,10,0,1,100
3746,3,3,evening,15,Nescaffee black,80,3,10,0,1,100
4540,5,5,evening,15,Cacao,150,8,15,5,4,50
1202,3,4,evening,15,Nescaffee black,80,3,10,0,1,100
2798,2,3,3/12/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
4482,5,4,3/12/2024 10:45,15,Cacao,150,8,15,5,4,50
3950,4,5,3/12/2024 10:45,20,Nescafee,100,3,12,1,5,120
1668,6,1,3/12/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
2742,1,1,3/12/2024 10:45,10,Tea,2,0,0,0,0,0
4669,6,4,3/12/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
3807,4,1,3/12/2024 10:45,20,Nescafee,100,3,12,1,5,120
980,2,1,3/12/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
3816,5,3,3/12/2024 10:45,15,Cacao,150,8,15,5,4,50
1054,2,5,3/12/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
3729,6,3,3/12/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
4934,6,3,3/12/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
3866,5,3,3/12/2024 10:45,15,Cacao,150,8,15,5,4,50
3267,6,2,afternoon,20,Cacao_Milk,200,10,20,5,6,100
2890,5,5,3/12/2024 10:45,15,Cacao,150,8,15,5,4,50
3511,6,1,3/12/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
3537,6,2,3/13/2024 10:45,20,Cacao_Milk,200,10,20,5,6,100
2400,2,1,morning,15,Tea_Milk,50,2,8,0,3,25
4790,4,3,3/13/2024 10:45,20,Nescafee,100,3,12,1,5,120
3838,4,3,3/13/2024 10:45,20,Nescafee,100,3,12,1,5,120
4040,3,1,3/13/2024 10:45,15,Nescaffee black,80,3,10,0,1,100
1354,5,5,3/13/2024 10:45,15,Cacao,150,8,15,5,4,50
2008,2,5,3/13/2024 10:45,15,Tea_Milk,50,2,8,0,3,25
